final_theme,initial_code,occurrences,hierarchy_path
Aesthetic Appeal and Design,Color matches product photos,1,"Color matches product photos -> Color, print, and visual appearance -> Color, Appearance, and Design Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Colors are enjoyable,1,"Colors are enjoyable -> Color and print appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Colors exceed expectations,1,"Colors exceed expectations -> Color, pattern, and visual details -> Color, Appearance, and Design Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Colors unflattering personally,1,"Colors unflattering personally -> Color and print appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Comfortable and cute design,1,"Comfortable and cute design -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Conceals midsection,1,"Conceals midsection -> Style, design, and aesthetic appeal -> Color, Appearance, and Design Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Concern about dress color,1,"Concern about dress color -> Color and visual appearance -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Contrasting plaid lining,1,"Contrasting plaid lining -> Color, pattern, and visual details -> Color, Appearance, and Design Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Cover-up required,1,"Cover-up required -> Style, appearance, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,"Crisp, clean appearance",1,"Crisp, clean appearance -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Culottes perceived as fashionable,1,"Culottes perceived as fashionable -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Customer likes both colors,1,"Customer likes both colors -> Color, print, and visual appearance -> Color, Appearance, and Design Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Cute angled leg design,1,"Cute angled leg design -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Cute casual styling,1,"Cute casual styling -> Style, design details, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Cute colorful stripes,1,"Cute colorful stripes -> Color, print, and visual appearance -> Color, Appearance, and Design Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Cute cropped style,1,"Cute cropped style -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Cute pattern,1,"Cute pattern -> Color, pattern, and visual details -> Color, Appearance, and Design Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Cute plaid cotton blend,1,"Cute plaid cotton blend -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Cute styling,1,"Cute styling -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Cute vintage-inspired style,1,"Cute vintage-inspired style -> Distinctive Style and Details -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,"Cute, flattering appearance",1,"Cute, flattering appearance -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Darker color preference,1,"Darker color preference -> Color and visual appearance -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Darker denim preferred,1,"Darker denim preferred -> Color, pattern, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Decorative beading and lace,1,"Decorative beading and lace -> Style, Appearance, and Design Appeal -> Color, Appearance, and Design Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Decorative embroidery,1,"Decorative embroidery -> Style, appearance, and color appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Decorative lacing detail,1,"Decorative lacing detail -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Design and fabric appreciated,1,"Design and fabric appreciated -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Design appreciated,1,"Design appreciated -> Style, appearance, and color appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Desire for darker rinse,1,"Desire for darker rinse -> Color, pattern, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Desire for more colors,1,"Desire for more colors -> Style, appearance, and color appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Difficult to coordinate color,1,"Difficult to coordinate color -> Style, appearance, and color appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Distinctive appealing print,1,"Distinctive appealing print -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Distinctive attractive design,1,"Distinctive attractive design -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Distinctive drape and appeal,1,"Distinctive drape and appeal -> Style, appearance, and design appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Distinctive tie-back collar,1,"Distinctive tie-back collar -> Distinctive Style and Details -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Distinctive yet understated style,1,"Distinctive yet understated style -> Style distinctiveness and design appeal -> Color, Appearance, and Design Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Distressed dot appearance,1,"Distressed dot appearance -> Color, pattern, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Dramatic yet comfortable,1,"Dramatic yet comfortable -> Style, appearance, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Dress resembles separates,1,"Dress resembles separates -> Construction, design, and distinctive details -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Dressier alternative to tee,1,"Dressier alternative to tee -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Dressy chiffon appearance,1,"Dressy chiffon appearance -> Style, Appearance, and Design Appeal -> Color, Appearance, and Design Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Edgy frayed hem,1,"Edgy frayed hem -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Edgy leather detailing,1,"Edgy leather detailing -> Style, design details, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Edgy style disappoints,1,"Edgy style disappoints -> Style, design details, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Elegant contemporary style,1,"Elegant contemporary style -> Style, design, and aesthetic appeal -> Color, Appearance, and Design Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Elegant open sleeve detail,1,"Elegant open sleeve detail -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,"Ethereal, stylish appearance",1,"Ethereal, stylish appearance -> Style, design, and visual appeal -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
Aesthetic Appeal and Design,Exceeds appearance expectations,1,"Exceeds appearance expectations -> Color and visual appearance -> Style, Silhouette, Color, Pattern, and Visual Appeal -> Style, Color, Design, and Visual Appeal -> Aesthetic Appeal and Product Design -> Aesthetic Appeal and Design"
